hgnc_symbol,chromosome
ENSG00000302394,2
GFPT1,2
Y_RNA,2
NFU1,2
AAK1,2
RN7SL604P,2
SNORA36C,2
ENSG00000295761,2
RPL36AP16,2
B3GALNT1P1,2
ANXA4,2
ENSG00000289250,2
ENSG00000297346,2
ENSG00000231024,2
SMANTIS,2
GMCL1,2
ENSG00000275381,2
RPL23AP92,2
SNRNP27,2
MXD1,2
ENSG00000305831,2
ENSG00000305793,2
ASPRV1,2
ENSG00000293615,2
PCBP1-AS1,2
PCBP1-AS1,2
ENSG00000305817,2
ENSG00000305899,2
RN7SL470P,2
PCBP1,2
ENSG00000233060,2
LINC01816,2
MRPL36P1,2
ENSG00000305846,2
ENSG00000305859,2
ENSG00000305652,2
C2orf42,2
TIA1,2
MIR1285-2,2
RPL39P15,2
PCYOX1,2
SNRPG,2
ENSG00000302580,2
FAM136A,2
ENSG00000233849,2
ENSG00000297954,2
BRD7P6,2
ENSG00000229229,2
ENSG00000301215,2
TGFA,2
TGFA-IT1,2
ENSG00000294895,2
ENSG00000294870,2
ENSG00000302936,2
ADD2,2
ENSG00000302964,2
ENSG00000286979,2
ENSG00000235035,2
ENSG00000302455,2
FIGLA,2
HMGN2P21,2
CLEC4F,2
MOB4P1,2
CD207,2
LINC01143,2
ENSG00000296671,2
ENSG00000277764,2
VAX2,2
ATP6V1B1,2
ENSG00000258881,2
ATP6V1B1-AS1,2
ELOCP21,2
RN7SL160P,2
TEX261,2
ANKRD53,2
ENSG00000299136,2
ENSG00000228384,2
ENSG00000236469,2
OR7E91P,2
OR7E91P,2
ENSG00000299122,2
OR7E46P,2
OR7E62P,2
NAGK,2
ENSG00000272735,2
MCEE,2
ENSG00000288065,2
MPHOSPH10,2
ENSG00000233870,2
PAIP2B,2
ENSG00000301151,2
ZNF638,2
ENSG00000281195,2
RNU6-105P,2
ENSG00000289463,2
ENSG00000298938,2
ENSG00000289327,2
DYSF,2
ENSG00000303319,2
ENSG00000308700,2
ENSG00000300545,2
ENSG00000300567,2
RPS20P10,2
CYP26B1,2
ENSG00000289615,2
ENSG00000295385,2
EXOC6B,2
RPS15AP13,2
RNU2-39P,2
ENSG00000212378,2
ENSG00000309317,2
SPR,2
EMX1,2
ENSG00000278060,2
SFXN5,2
RAB11FIP5,2
ENSG00000272702,2
ENSG00000297117,2
NOTO,2
SMYD5,2
PRADC1,2
CCT7,2
FBXO41,2
ENSG00000310032,2
ENSG00000310068,2
EGR4,2
RNU6-111P,2
ENSG00000287435,2
ENSG00000285068,2
RPSAP28,2
ALMS1,2
ENSG00000295621,2
ALMS1-IT1,2
ENSG00000284902,2
NAT8,2
ALMS1P1,2
ALMS1P1,2
NAT8B,2
TPRKB,2
ENSG00000273245,2
ENSG00000280037,2
DUSP11,2
C2orf78,2
ENSG00000287250,2
ENSG00000293671,2
STAMBP,2
ENSG00000286244,2
ENSG00000271536,2
ACTG2,2
DGUOK,2
DGUOK-AS1,2
RNA5SP97,2
ENSG00000304628,2
TET3,2
ENSG00000235499,2
ENSG00000279181,2
ENSG00000294996,2
FNBP1P1,2
ENSG00000217702,2
BOLA3,2
BOLA3-DT,2
MOB1A,2
MTHFD2,2
ENSG00000279201,2
ENSG00000279070,2
ENSG00000264324,2
SLC4A5,2
KRT18P26,2
RNU6-542P,2
ENSG00000301222,2
NECAP1P2,2
TAF13P2,2
DCTN1,2
DCTN1-AS1,2
ENSG00000159239,2
ENSG00000234521,2
C2orf81,2
ENSG00000286623,2
HMGA1P8,2
WDR54,2
RTKN,2
INO80B,2
INO80B-WBP1,2
WBP1,2
MOGS,2
ENSG00000286883,2
MRPL53,2
CCDC142,2
TTC31,2
LBX2,2
LBX2-AS1,2
ENSG00000272183,2
PCGF1,2
TLX2,2
DQX1,2
AUP1,2
HTRA2,2
LOXL3,2
DOK1,2
M1AP,2
TOR1BP1,2
TVP23BP2,2
SEMA4F,2
ENSG00000297014,2
ENSG00000286739,2
ENSG00000287687,2
RPS28P5,2
ENSG00000297035,2
HK2-DT,2
HK2,2
ENSG00000309281,2
ENSG00000309310,2
LINC01291,2
ENSG00000236209,2
POLE4,2
TACR1,2
MIR5000,2
TACR1-AS1,2
ENSG00000306831,2
ENSG00000306791,2
ENSG00000306811,2
GAPDHP57,2
EVA1A,2
ENSG00000237293,2
ENSG00000238410,2
EVA1A-AS,2
ENSG00000230477,2
U3,2
MRPL19,2
SUPT4H1P1,2
GCFC2,2
ENSG00000270696,2
ENSG00000271452,2
ENSG00000270462,2
ENSG00000286045,2
ENSG00000270996,2
ENSG00000287474,2
SUCLA2P2,2
ENSG00000287172,2
ENSG00000296478,2
ENSG00000287749,2
PNPP1,2
ENSG00000309755,2
USP21P2,2
RN7SKP203,2
ENSG00000306601,2
ENSG00000293833,2
RN7SKP164,2
ENSG00000287026,2
ENSG00000287130,2
ENSG00000286202,2
LRRTM4,2
RNA5SP98,2
ENSG00000287025,2
LRRTM4-AS1,2
ENSG00000304328,2
ENSG00000286932,2
ENSG00000227088,2
ENSG00000230968,2
ENSG00000293093,2
RPL38P2,2
LINC01851,2
ENSG00000229494,2
ENSG00000298364,2
CYCSP6,2
ENSG00000270470,2
ENSG00000234877,2
ENSG00000307745,2
ENSG00000294724,2
ENSG00000286260,2
RNU6-827P,2
RNU6-812P,2
REG3G,2
REG1B,2
REG1A,2
ENSG00000290771,2
REG1CP,2
REG3A,2
ENSG00000224879,2
CTNNA2,2
ENSG00000286227,2
CTNNA2-AS1,2
ENSG00000277171,2
GNA13P1,2
RNU6-561P,2
MIR4264,2
MIR8080,2
ENSG00000224731,2
RBM7P1,2
LRRTM1,2
ENSG00000237031,2
ENSG00000230975,2
ENSG00000303510,2
ENSG00000300039,2
ANKRD11P1,2
CHMP4AP1,2
LINC01815,2
ENSG00000306384,2
RNA5SP99,2
ENSG00000233444,2
ENSG00000303999,2
ENSG00000304018,2
ENSG00000231781,2
RN7SL201P,2
ENSG00000309701,2
LYARP1,2
RNU6-685P,2
Y_RNA,2
ENSG00000305189,2
ENSG00000296804,2
ENSG00000237498,2
RBX1P1,2
ENSG00000298295,2
MTND4P25,2
MTND5P27,2
MTND6P7,2
MTCYBP7,2
ENSG00000286211,2
DHFRP3,2
ENSG00000302192,2
ENSG00000302175,2
ENSG00000303504,2
ENSG00000300188,2
ENSG00000223977,2
ENSG00000307778,2
ENSG00000307794,2
LINC01809,2
RPL37P10,2
RNU6-1312P,2
ENSG00000308806,2
ENSG00000304673,2
ENSG00000309386,2
ENSG00000309365,2
CRLF3P3,2
ST6GALNAC2P1,2
ENSG00000307947,2
ENSG00000294064,2
ENSG00000294015,2
ENSG00000293083,2
FUNDC2P2,2
ENSG00000228272,2
SUCLG1,2
ENSG00000303657,2
ENSG00000289076,2
DNAH6,2
DUXAP1,2
LDHAP7,2
TRABD2A,2
ENSG00000276362,2
RPL12P18,2
ENSG00000297296,2
TMSB10,2
ENSG00000287625,2
RPS2P17,2
ENSG00000290085,2
KCMF1,2
LINC01964,2
ENSG00000235463,2
LSM3P3,2
ENSG00000300535,2
TCF7L1,2
TCF7L1-IT1,2
RNU6-674P,2
SNRPEP11,2
ENSG00000246575,2
TGOLN2,2
ENSG00000307411,2
ENSG00000290110,2
Y_RNA,2
PEBP1P2,2
RETSAT,2
ELMOD3,2
ENSG00000271014,2
Y_RNA,2
RN7SL113P,2
ENSG00000296248,2
ENSG00000273196,2
CAPG,2
ENSG00000286011,2
SH2D6,2
Y_RNA,2
RN7SL251P,2
ENSG00000304620,2
ENSG00000303258,2
Y_RNA,2
RPSAP22,2
ENSG00000303276,2
PARTICL,2
MAT2A,2
GGCX,2
VAMP8,2
RN7SL126P,2
VAMP5,2
ENSG00000288858,2
RNF181,2
TMEM150A,2
USP39,2
C2orf68,2
ENSG00000305171,2
SFTPB,2
ENSG00000310473,2
ENSG00000310481,2
GNLY,2
GPR160P1,2
ENSG00000305802,2
ENSG00000308248,2
RNU1-38P,2
ENSG00000308233,2
ENSG00000303880,2
ENSG00000303899,2
ATOH8,2
MIR6071,2
ENSG00000296910,2
ENSG00000296931,2
ENSG00000298902,2
ENSG00000229498,2
RN7SKP83,2
ST3GAL5,2
ST3GAL5-AS1,2
ENSG00000293770,2
ENSG00000287628,2
ENSG00000306952,2
ENSG00000297464,2
POLR1A,2
PTCD3,2
SNORD94,2
IMMT,2
Y_RNA,2
MIR4779,2
ENSG00000273080,2
MRPL35,2
REEP1,2
ENSG00000300452,2
U8,2
ENSG00000251974,2
KDM3A,2
CHMP3,2
RNF103-CHMP3,2
RNU6-640P,2
CHMP3-AS1,2
RNF103,2
ENSG00000294715,2
RMND5A,2
CD8A,2
ENSG00000291013,2
ENSG00000295522,2
CD8B,2
ENSG00000295541,2
ANAPC1P1,2
ENSG00000213605,2
RGPD1,2
WBP1P1,2
NDUFB4P5,2
PLGLB1,2
ANAPC1P2,2
ANAPC1P2,2
ENSG00000266931,2
ENSG00000287931,2
ANAPC1P3,2
ENSG00000204745,2
MIR4771-1,2
ENSG00000303900,2
CENPNP1,2
ENSG00000310373,2
LINC01955,2
DBF4P3,2
ENSG00000287763,2
IGKV3OR2-268,2
ENSG00000297930,2
ENSG00000224881,2
LINC01943,2
CYTOR,2
NCAL1,2
ENSG00000273445,2
ENSG00000301212,2
ENSG00000301240,2
PAFAH1B1P1,2
ENSG00000301270,2
MIR4435-1,2
ENSG00000289429,2
RPS14P5,2
ENSG00000301256,2
ANAPC1P4,2
PLGLB2,2
RGPD2,2
MTATP8P2,2
ENSG00000301469,2
NDUFB4P7,2
WBP1P2,2
ANAPC1P5,2
ENSG00000307645,2
ENSG00000288437,2
RNU2-63P,2
ENSG00000287670,2
KRCC1,2
SMYD1,2
MIR4780,2
FABP1,2
ENSG00000288734,2
THNSL2,2
ENSG00000299410,2
MRPL45P1,2
U6,2
RNU6-1168P,2
RNU6-1007P,2
RPL38P6,2
FOXI3,2
EIF2AK3-AS1,2
SPMIP9,2
EIF2AK3,2
EIF2AK3-DT,2
ENSG00000302514,2
ENSG00000302526,2
RPIA,2
ANKRD36BP2,2
ANKRD36BP2,2
ENSG00000290802,2
ENSG00000240040,2
MALLP2,2
MIR4436A,2
ENSG00000304868,2
ENSG00000309324,2
IGKC,2
ENSG00000295771,2
IGKJ5,2
IGKJ4,2
IGKJ3,2
IGKJ2,2
IGKJ1,2
ENSG00000290104,2
IGKV4-1,2
IGKV5-2,2
IGKV7-3,2
PGBD4P5,2
IGKV2-4,2
IGKV1-5,2
IGKV1-6,2
IGKV3-7,2
IGKV1-8,2
IGKV1-9,2
IGKV2-10,2
IGKV3-11,2
IGKV1-12,2
IGKV1-13,2
IGKV2-14,2
IGKV3-15,2
IGKV1-16,2
IGKV1-17,2
IGKV2-18,2
IGKV2-19,2
IGKV3-20,2
IGKV6-21,2
IGKV1-22,2
IGKV2-23,2
IGKV2-24,2
IGKV3-25,2
IGKV2-26,2
ENSG00000277852,2
IGKV1-27,2
IGKV2-28,2
IGKV2-29,2
IGKV2-30,2
IGKV3-31,2
IGKV1-32,2
IGKV1-33,2
IGKV3-34,2
IGKV1-35,2
IGKV2-36,2
IGKV1-37,2
IGKV2-38,2
IGKV1-39,2
IGKV2-40,2
ENSG00000283427,2
ENSG00000290846,2
ENSG00000283196,2
5S_rRNA,2
ENSG00000296491,2
KMT2CP4,2
ENSG00000306774,2
ENSG00000304415,2
ENSG00000283214,2
ENSG00000283659,2
ENSG00000306248,2
IGKV2D-40,2
IGKV1D-39,2
IGKV2D-38,2
IGKV1D-37,2
IGKV2D-36,2
IGKV1D-35,2
IGKV3D-34,2
IGKV1D-33,2
IGKV1D-32,2
IGKV3D-31,2
IGKV2D-30,2
IGKV2D-29,2
IGKV2D-28,2
IGKV1D-27,2
IGKV2D-26,2
IGKV3D-25,2
IGKV2D-24,2
IGKV2D-23,2
IGKV1D-22,2
IGKV6D-21,2
IGKV3D-20,2
IGKV2D-19,2
IGKV2D-18,2
IGKV6D-41,2
IGKV1D-17,2
IGKV1D-16,2
IGKV3D-15,2
IGKV2D-14,2
IGKV1D-13,2
IGKV1D-12,2
IGKV3D-11,2
IGKV2D-10,2
IGKV1D-42,2
IGKV1D-43,2
IGKV1D-8,2
IGKV3D-7,2
ENSG00000299590,2
ENSG00000275490,2
IGKV1OR2-118,2
ENSG00000265897,2
ENSG00000281904,2
ENSG00000310181,2
ENSG00000261600,2
ENSG00000230964,2
LSP1P5,2
ENSG00000278131,2
LSP1P4,2
RNA5SP100,2
DRD5P1,2
ENSG00000290565,2
KMT2CP5,2
ENSG00000309264,2
NKAIN1P2,2
IGSF3P2,2
ENSG00000293925,2
KMT5AP2,2
ENSG00000286698,2
GGT8P,2
IGKV1OR2-1,2
ABCD1P5,2
ENSG00000237085,2
PABPC1P6,2
SLC9B1P2,2
ENSG00000290575,2
ACTR3BP2,2
CHEK2P3,2
ENSG00000294660,2
ENSG00000235147,2
IGKV1OR2-2,2
ENSG00000291142,2
BMS1P23,2
ENSG00000296481,2
ENSG00000290941,2
ENSG00000261522,2
AQP7B,2
ENSG00000294497,2
ENSG00000294469,2
CNN2P11,2
GXYLT1P7,2
CNN2P8,2
ENSG00000234837,2
FAM95A,2
CYP4F32P,2
ENSG00000232502,2
SNX18P14,2
ANKRD20A8P,2
ENSG00000291024,2
RNU6-1320P,2
ENSG00000300018,2
SOWAHCP5,2
TEKT4,2
ENSG00000259848,2
MTCO1P48,2
MTCO3P45,2
RPS24P6,2
ENSG00000298685,2
ENSG00000231331,2
ENSG00000232594,2
ENSG00000233105,2
ENSG00000224585,2
ENSG00000233447,2
ENSG00000235186,2
MAL-AS1,2
RN7SL575P,2
MAL,2
ENSG00000231062,2
ENSG00000288960,2
ENSG00000287362,2
ENSG00000301313,2
MRPS5,2
ENSG00000289685,2
ZNF514,2
ZNF2,2
SLC2AXP1,2
ENSG00000289370,2
ZNF892,2
PROM2,2
KCNIP3,2
FABP7P2,2
ENSG00000297448,2
FAHD2A,2
ENSG00000309507,2
ENSG00000248821,2
ENSG00000309546,2
ENSG00000233275,2
ENSG00000309526,2
ENSG00000227120,2
UBTFL5,2
ENSG00000277747,2
ENSG00000305196,2
ENSG00000234903,2
TRIM43B,2
ENSG00000238162,2
ENSG00000223917,2
ENSG00000237308,2
ENSG00000224719,2
TRIM64FP,2
LINC03052,2
ANKRD33BP1,2
ENSG00000291126,2
ENSG00000236431,2
ENSG00000273305,2
ENSG00000233037,2
OR7E102P,2
TRIM51JP,2
ENSG00000293713,2
ENSG00000274028,2
ENSG00000230083,2
TRIM43,2
ENSG00000236026,2
ENSG00000304755,2
ENSG00000271003,2
ENSG00000270193,2
UBTFL3,2
ENSG00000275497,2
ENSG00000304720,2
ENSG00000235959,2
ENSG00000235584,2
ENSG00000236750,2
ENSG00000304650,2
ENSG00000304695,2
ENSG00000295287,2
ENSG00000307276,2
ENSG00000290897,2
GPAT2P1,2
LINC00342,2
ANKRD36C,2
RN7SL210P,2
ENSG00000291176,2
FAHD2CP,2
GPAT2,2
ENSG00000295024,2
ENSG00000295043,2
ADRA2B,2
ASTL,2
DUSP2,2
ENSG00000228873,2
ENSG00000304046,2
ENSG00000294820,2
STARD7,2
STARD7-AS1,2
TMEM127,2
CIAO1,2
SNRNP200,2
ENSG00000230747,2
ENSG00000307472,2
ITPRIPL1,2
ENSG00000308585,2
NCAPH,2
ENSG00000304592,2
NEURL3,2
ENSG00000235480,2
ARID5A,2
KANSL3,2
FER1L5,2
LMAN2L,2
ENSG00000305927,2
CNNM4,2
MIR3127,2
CNNM3-DT,2
CNNM3,2
ANKRD23,2
ANKRD39,2
SEMA4C,2
ENSG00000295453,2
FAM178B,2
ENSG00000286654,2
Metazoa_SRP,2
ENSG00000293951,2
RNA5SP101,2
ENSG00000275094,2
ENSG00000273634,2
ENSG00000306868,2
ENSG00000248134,2
ENSG00000295313,2
TRIM43CP,2
ENSG00000230343,2
ENSG00000236847,2
ENSG00000297281,2
IGKV2OR2-1,2
IGKV2OR2-2,2
IGKV1OR2-3,2
GPAT2P2,2
ENSG00000308566,2
FAHD2B,2
ENSG00000279791,2
RN7SL313P,2
ANKRD36,2
ENSG00000277701,2
ENSG00000300949,2
ENSG00000237837,2
IGKV1OR2-9,2
IGKV2OR2-10,2
IGKV2OR2-7D,2
IGKV3OR2-5,2
IGKV1OR2-6,2
IGKV2OR2-7,2
IGKV2OR2-8,2
IGKV1OR2-11,2
ENSG00000278766,2
APPAT,2
ANKRD36B,2
ENSG00000235833,2
ENSG00000286036,2
UBTFL6,2
COX5B,2
ACTR1B,2
C2orf92,2
RNU4-8P,2
ZAP70,2
TMEM131,2
HMGN1P36,2
RNU7-96P,2
ENSG00000296263,2
VWA3B,2
ENSG00000301791,2
ENSG00000309695,2
ENSG00000305674,2
ATP5F1BP1,2
ENSG00000222000,2
ENSG00000307313,2
CNGA3,2
ENSG00000227987,2
ENSG00000299290,2
INPP4A,2
COA5,2
UNC50,2
MGAT4A,2
ENSG00000296850,2
YWHAQP5,2
ENSG00000304199,2
LINC02611,2
RNU4-84P,2
CRACDL,2
RNU7-46P,2
TSGA10,2
SMC3P1,2
C2orf15,2
ENSG00000241962,2
LIPT1,2
ENSG00000273155,2
MITD1,2
MRPL30,2
LYG2,2
LYG1,2
TXNDC9,2
EIF5B,2
REV1,2
ENSG00000273306,2
AFF3,2
ENSG00000301580,2
ENSG00000299017,2
ENSG00000305569,2
ENSG00000305546,2
ENSG00000230393,2
LINC01104,2
LONRF2,2
ENSG00000301271,2
CYCSP7,2
ENSG00000270699,2
CHST10,2
RALBP1P2,2
ENSG00000303046,2
NMS,2
ARPP19P2,2
PDCL3,2
HMGN2P22,2
LINC01849,2
ENSG00000309950,2
ENSG00000287832,2
NANOGNBP1,2
LINC01868,2
ENSG00000228488,2
ENSG00000298050,2
ENSG00000286737,2
ENSG00000295533,2
ENSG00000308555,2
ENSG00000289077,2
NPAS2,2
NPAS2-AS1,2
ENSG00000223947,2
RPL31,2
TBC1D8,2
BBIP1P1,2
TBC1D8-AS1,2
ENSG00000307316,2
CNOT11,2
RNF149,2
SNORD89,2
ENSG00000307218,2
ENSG00000303465,2
MIR5696,2
ENSG00000310215,2
ENSG00000310233,2
CREG2,2
ENSG00000226058,2
RFX8,2
LINC01870,2
RPS6P3,2
PRCPP1,2
ENSG00000286047,2
ENSG00000286101,2
ENSG00000310387,2
MAP4K4,2
ENSG00000288948,2
LINC01127,2
ENSG00000294382,2
IL1R2,2
ENSG00000287771,2
ENSG00000304079,2
IL1R1,2
IL1R1-AS1,2
IL1RL2,2
ENSG00000303263,2
CFAP144P2,2
ENSG00000304533,2
IL1RL1,2
IL18R1,2
SDR42E1P5,2
IL18RAP,2
MIR4772,2
ENSG00000236525,2
ENSG00000234389,2
SLC9A4,2
ENSG00000309513,2
ENSG00000305095,2
SLC9A2,2
MFSD9,2
TMEM182,2
LINC01796,2
ENSG00000293792,2
LINC01935,2
ENSG00000227680,2
ENSG00000306845,2
ENSG00000229209,2
ENSG00000300106,2
ENSG00000305279,2
ENSG00000227623,2
ENSG00000310428,2
ENSG00000286290,2
ENSG00000297311,2
CRLF3P1,2
ENSG00000308676,2
ENSG00000221849,2
CAPZBP1,2
ENSG00000308381,2
ENSG00000236141,2
LINC01965,2
ENSG00000301260,2
ENSG00000273515,2
ENSG00000228968,2
ENSG00000305181,2
ENSG00000299898,2
ENSG00000309190,2
ENSG00000298919,2
ENSG00000299060,2
ENSG00000299033,2
ENSG00000299011,2
ENSG00000227157,2
AHCYP3,2
LINC01831,2
ENSG00000293648,2
ENSG00000287793,2
LINC01102,2
LINC01103,2
ENSG00000303480,2
ENSG00000231626,2
ENSG00000236109,2
PANTR1,2
ENSG00000230690,2
RPL23AP27,2
ENSG00000295972,2
ENSG00000228528,2
SNORA72,2
HMGB3P11,2
ENSG00000296034,2
ENSG00000296054,2
ENSG00000269707,2
POU3F3,2
ENSG00000289498,2
LINC01159,2
ENSG00000296010,2
ENSG00000295887,2
ENSG00000287135,2
MRPS9-AS2,2
MRPS9,2
MRPS9-AS1,2
ENSG00000301070,2
LINC01918,2
ENSG00000293860,2
ENSG00000308083,2
GPR45,2
ENSG00000272861,2
TGFBRAP1,2
TGFBRAP1-AS1,2
C2orf49-DT,2
C2orf49,2
FHL2,2
ENSG00000238273,2
ENSG00000296632,2
ENSG00000299064,2
ENSG00000299090,2
LINC02946,2
ENSG00000287308,2
ENSG00000294036,2
ENSG00000293937,2
ENSG00000293966,2
NCK2,2
ENSG00000290119,2
NCK2-AS1,2
ENSG00000234162,2
ENSG00000306780,2
ENSG00000302943,2
ECRG4,2
ENSG00000305063,2
UXS1,2
ENSG00000233339,2
ENSG00000300396,2
ENSG00000273595,2
RPL22P10,2
SRSF3P4,2
RPS21P2,2
RPL27AP4,2
ENSG00000304209,2
ILRUNP1,2
ENSG00000229682,2
ANAPC1P6,2
ENSG00000291125,2
PLGLA,2
RGPD3,2
ENSG00000297907,2
ENSG00000237666,2
ENSG00000307056,2
CD8B2,2
ENSG00000307086,2
ENSG00000232001,2
ENSG00000231505,2
ENSG00000307071,2
ENSG00000306841,2
EEF1A1P12,2
ST6GAL2,2
ST6GAL2-IT1,2
ENSG00000227294,2
ENSG00000303047,2
ENSG00000309169,2
ENSG00000286218,2
PPP1R2P5,2
ENSG00000226905,2
ENSG00000308004,2
ENSG00000295016,2
ENSG00000297164,2
ENSG00000304976,2
ENSG00000301577,2
ENSG00000301563,2
LINC01789,2
ENSG00000296460,2
ENSG00000296443,2
ENSG00000225588,2
LINC01885,2
LINC01886,2
ENSG00000286769,2
GACAT1,2
ENSG00000302978,2
RGPD4-AS1,2
RGPD4,2
ENSG00000233494,2
ENSG00000227270,2
RPL22P8,2
SRSF3P5,2
SLC5A7,2
LINC01593,2
ACTP1,2
LINC01594,2
ENSG00000296208,2
SETD6P1,2
ENSG00000294676,2
SULT1C3,2
WASF1P1,2
SULT1C2,2
SULT1C2P2,2
SULT1C5P,2
SULT1C5P,2
GMCL1P2,2
ENSG00000296907,2
SULT1C4,2
ENSG00000303632,2
SMIM12P1,2
GCC2,2
GCC2-AS1,2
LIMS1,2
LIMS1-AS1,2
ENSG00000233648,2
RPL10P5,2
RANBP2,2
CCDC138,2
RPL39P16,2
EDAR,2
ENSG00000309683,2
ENSG00000295755,2
ENSG00000305872,2
Metazoa_SRP,2
SH3RF3-AS1,2
SH3RF3,2
MIR4265,2
ENSG00000308647,2
SNRPGP9,2
MIR4266,2
SEPTIN10,2
RPL37P12,2
ENSG00000230696,2
SOWAHC,2
ENSG00000230603,2
ENSG00000307758,2
BMS1P19,2
ENSG00000307776,2
ENSG00000295804,2
SRSF3P6,2
ENSG00000282033,2
ENSG00000305840,2
RPL22P11,2
RGPD5,2
ENSG00000301709,2
LIMS3,2
ENSG00000284337,2
ENSG00000290731,2
ENSG00000283684,2
ENSG00000186148,2
GPAA1P1,2
ZBTB45P1,2
LINC01123,2
ENSG00000300009,2
ENSG00000235721,2
ENSG00000229730,2
ENSG00000283283,2
MIR4267,2
MALL,2
MIR4436B1,2
ENSG00000309020,2
NPHP1,2
ACTR1AP1,2
MTLN,2
ENSG00000290732,2
ENSG00000282304,2
ENSG00000261760,2
ENSG00000305213,2
MALL,2
MALLP1,2
MIR4436B2,2
ENSG00000283167,2
ENSG00000295406,2
LINC01106,2
ENSG00000226991,2
ENSG00000230650,2
ZBTB45P2,2
ENSG00000273471,2
ENSG00000293177,2
GPAA1P2,2
ENSG00000184115,2
ENSG00000290733,2
ENSG00000257207,2
LIMS4,2
ENSG00000227574,2
ENSG00000304376,2
ENSG00000231583,2
RGPD6,2
ENSG00000231536,2
ENSG00000289202,2
RPL22P12,2
BUB1,2
ENSG00000235881,2
ENSG00000294954,2
ACOXL,2
RPL5P9,2
MIR4435-2HG,2
ENSG00000304842,2
ACOXL-AS1,2
BCL2L11,2
ENSG00000293584,2
ENSG00000295185,2
ENSG00000230499,2
ENSG00000227992,2
ENSG00000271590,2
ENSG00000229118,2
ENSG00000270190,2
ENSG00000295251,2
RPS14P4,2
MIR4435-2,2
PAFAH1B1P2,2
ENSG00000293111,2
ENSG00000295115,2
ENSG00000285016,2
ENSG00000295306,2
ENSG00000295207,2
ENSG00000280878,2
SOCAR,2
ENSG00000295327,2
DBF4P2,2
ENSG00000225744,2
ANAPC1,2
ENSG00000295159,2
ENSG00000295279,2
RPL34P8,2
ENSG00000301796,2
ENSG00000310073,2
ENSG00000227842,2
CENPNP2,2
ENSG00000301401,2
MIR4771-2,2
ENSG00000230958,2
ENSG00000298291,2
EEF1E1P1,2
MERTK,2
RN7SL297P,2
RTRAFP1,2
SLC30A6P1,2
ENSG00000286904,2
TMEM87B,2
ENSG00000287141,2
FBLN7,2
ENSG00000278962,2
ENSG00000304406,2
ZC3H8,2
ENSG00000286545,2
ENSG00000304977,2
ZC3H6,2
NDUFB4P6,2
ENSG00000236555,2
RGPD8,2
ENSG00000293401,2
VINAC1P,2
ENSG00000295626,2
TTL,2
ENSG00000302893,2
POLR1B,2
Y_RNA,2
ENSG00000309434,2
CHCHD5,2
ENSG00000243389,2
ENSG00000228251,2
ENSG00000231747,2
ENSG00000309398,2
SLC20A1-DT,2
SLC20A1,2
ENSG00000298853,2
ENSG00000307698,2
ENSG00000306594,2
NT5DC4,2
CKAP2L,2
ENSG00000299339,2
IL1A,2
ENSG00000287937,2
IL1B,2
AMANZI,2
XIAPP3,2
IL37,2
CDK8P2,2
IL36G,2
HMGN2P23,2
POLR2DP1,2
IL36A,2
IL36B,2
IL36RN,2
IL1F10,2
RNU6-1180P,2
IL1RN,2
PSD4,2
ENSG00000234174,2
PAX8-AS1,2
PAX8,2
ENSG00000304529,2
LINC02966,2
ENSG00000289035,2
IGKV1OR2-108,2
ENSG00000272563,2
ZNG1B,2
ENSG00000304550,2
FOXD4L1,2
LINC01961,2
PGM5P4-AS1,2
FAM138B,2
ENSG00000291134,2
PGM5P4,2
ENSG00000304410,2
ENSG00000287165,2
RPL23AP7,2
MIR1302-3,2
ENSG00000310523,2
WASH2P,2
DDX11L2,2
DDX11L2,2
ENSG00000304466,2
ENSG00000279267,2
RPL23AP7,2
RABL2A,2
SNRPA1P1,2
ACRP1,2
LINC02936,2
ENSG00000233479,2
RNU6-744P,2
SLC35F5,2
MIR4782,2
ACTR3-AS1,2
ACTR3,2
ENSG00000279957,2
LINC01191,2
ENSG00000307741,2
U3,2
ENSG00000296539,2
ENSG00000286513,2
ENSG00000304278,2
SEPHS1P7,2
ENSG00000304303,2
RNU2-41P,2
DPP10,2
ENSG00000298528,2
DPP10-AS3,2
DPP10-AS2,2
ENSG00000286776,2
DPP10-AS1,2
RPSAP23,2
ENSG00000305163,2
ENSG00000287451,2
ENSG00000294661,2
ENSG00000310137,2
ENSG00000297920,2
ENSG00000271667,2
ENSG00000224869,2
MTCYBP39,2
ENSG00000235871,2
MTND1P28,2
MTND2P21,2
MTCO1P43,2
ENSG00000310388,2
RNU7-190P,2
ENSG00000227291,2
ENSG00000293739,2
ENSG00000298065,2
ENSG00000286370,2
ENSG00000301790,2
ENSG00000238207,2
DDX18,2
ENSG00000293870,2
ENSG00000236255,2
HTR5BP,2
ENSG00000290590,2
CCDC93,2
ENSG00000224967,2
ENSG00000235066,2
ENSG00000272895,2
ENSG00000304808,2
ENSG00000279227,2
RN7SL111P,2
ENSG00000297418,2
INSIG2,2
THORLNC,2
ENSG00000304983,2
ENSG00000305000,2
ENSG00000294627,2
LINC01956,2
ENSG00000304859,2
ENSG00000304839,2
ENSG00000304815,2
EN1,2
ENSG00000305008,2
ENSG00000298302,2
MARCO,2
ENSG00000259094,2
ENSG00000308819,2
C1QL2,2
RN7SL468P,2
ENSG00000309841,2
ENSG00000309858,2
STEAP3,2
STEAP3-AS1,2
