HGNC symbol	Chromosome/scaffold name
RNU6-564P	22
MTFP1	22
SLC25A46	5
BICDL2	16
LINC00392	13
IL10RB-DT	21
ASAP2	2
MBTD1	17
QNG1	9
NSA2P2	12
PEDS1-UBE2V1	20
ALX1	12
DSCR9	21
ABTB2	11
MIR7-1	9
MIR4667	9
CCER1	12
CCDC107	9
LINC00649	21
BTBD2	19
KRT1	12
RNU1-125P	16
RNU1-22P	16
LINC01077	13
ZSCAN10	16
PEDS1	20
SWINGN	13
SLC39A1P1	22
CHST11	12
INF2	14
SEC14L3	22
ENOX1-AS2	13
LINC00370	13
THAP5	7
FOXK2	17
C1GALT1P1	12
NTAN1P3	12
LMO7DN	13
DIP2B	12
OR10V1	11
ARHGEF39	9
SUFU	10
PATL1	11
SEPTIN7P10	5
RN7SL636P	20
COX6CP2	20
LUARIS	7
PTPN1	20
LMNB1	5
LINC00398	13
C21orf91-OT1	21
TMEM243	7
LINC00112	21
OR1F2P	16
TIGD7	16
CDK8P1	2
TEX26-AS1	13
PIK3CDP1	2
PDE3B	11
NTSR2	2
RN7SL22P	9
PAXBP1-AS1	21
MATK	19
TPM2	9
LSM5	7
RPL21P104	12
RPS25P3	2
RN7SL672P	20
RPL7L1P19	16
OR2C1	16
MIR645	20
MIR1302-5	20
RPL36P2	20
RPL7AP14	20
GCNT1P4	6
SRC	20
RPS15AP20	6
USP15	12
LNCTSI	21
MTCO1P28	16
LGSN	6
MTND1P8	16
ZNF174	16
HADHA	2
LINC01694	21
LINC01066	13
ABCA5	17
FGF14-AS2	13
WTAPP2	6
OR4F1P	6
SDHAF4	6
SDC4P	22
SEC14L4	22
NREP	5
NRAP	10
LINC01076	13
RPS16P5	6
LINC01053	13
ZNF597	16
KBTBD6-DT	13
CYB5R4	6
LINC01393	7
NUP210P2	3
LINC00463	13
NXT1	20
AP1S1	7
RFTN1	3
LINC00384	13
LINC00161	21
GZF1	20
ME1	6
LINC00385	13
MRAP-AS1	21
OR10Y1P	11
NAA60	16
ZFP91-CNTF	11
LINC01684	21
NAPB	20
RPL7AP56	11
AHNAK	11
PLOD3	7
RPS27P28	18
CCDC178	18
MIR6852	9
CREB3	9
PRIM2	6
SIRPAP1	22
LINC00423	13
GAL3ST1	22
LINC01034	13
LINC01065	13
LINC03082	13
MIR6853	9
GBA2	9
RNA5SP479	20
CSTL1	20
LRRC4C	11
CST11	20
LINC02850	2
OSR1	2
SLC25A6P1	20
RPL41P1	20
GHRH	20
LINC00462	13
RPS3AP25	7
GPC5-AS2	13
RCC2P6	11
STXBP4	17
FABP5P7	11
TTC32	2
PAN3-AS1	13
TPH2	12
CMTM8	3
POU3F2	6
SYT7	11
EFR3B	2
PLCB4	20
NDUFA5P9	6
CD36	7
NPM1P38	6
RPSAP12	12
CCDC59	12
COX6CP10	3
RGP1	9
PRDM1	6
TILRLS	5
CATSPER2P2	5
EPB41L4A-DT	5
IL9	5
FGD5	3
EIF4A1P4	12
MSMP	9
FGF14-AS1	13
LINC00354	13
SLC4A8	12
MARCHF10	17
SPAG8	9
BHMT2	5
PES1	22
LINC00332	13
CLYBL-AS1	13
LINC01070	13
LINC01058	13
LINC02336	13
EDIL3	5
LINC00456	13
HINT2	9
LINC01038	13
TPT1-AS1	13
PHAX	5
RPL35P10	19
RNU6-946P	10
RNU6-490P	10
RUNX2-AS1	6
MASTL	10
PAQR8	6
TRIM51	11
TMEM8B	9
TMEM259	19
LINC02161	5
LINC02594	17
GLYATL3	6
RNF138P1	5
MTND6P22	5
RIOK2	5
PCTP	17
KATNAL2	18
GCH1	14
CD109	6
SLC5A12	11
MIR6126	16
GREB1	2
C16orf90	16
GJA1P1	5
RNU2-24P	10
RNU7-12P	10
RPL7AP8	10
PRR16	5
RPAP2P1	10
ANKRD26	10
CLUAP1	16
TPT1P5	5
LECT2	5
CASC17	17
KIF6	6
FAM221B	9
LINC00159	21
OR5BC1P	11
MC5R	18
SCGB1A1	11
TMEM100	17
RPL31P5	14
GCATP1	14
MBD2	18
HSPE1P2	14
RNU6-597P	14
MRPL54	19
RNU6-1162P	14
OR10V2P	11
HMGB3P12	3
EIF2S2P1	14
OR13E1P	9
RNU7-116P	14
HNRNPRP2	11
RNU6-468P	17
NDUFA5P4	9
RPS28P1	14
RPL7AP58	11
HRCT1	9
HOMER1	5
RNU6-990P	17
MIR548H1	14
MIR4522	17
SPAAR	9
RNU6-1267P	17
RNU6-1274P	10
RNA5SP526	17
MIR607	10
HMGN2P35	10
DOHH	19
TSPAN18	11
MIR423	17
RNU6-287P	17
MIR6781	17
MIR3184	17
MIR8059	17
PGAM1P2	9
OR2S2	9
MIR6129	17
RNU6-928P	17
SLIT1	10
PDCD6IP	3
DLK1	14
RNA5SP445	17
YBX1P10	9
MIR634	17
RN7SKP14	17
CHCHD2P9	9
RNU7-155P	17
MLLT3	9
AARSD1	17
LINC01047	13
ITGB2-AS1	21
LINC00364	13
LINC01050	13
SNORA37	18
POLI	18
DIAPH3-AS1	13
LINC01687	21
MYDGF	19
LINC00563	13
LINC01424	21
LINC01547	21
LINC00421	13
CAND1	12
FILIP1	6
RPS16P2	2
GEN1	2
LINC01048	13
MIR2392	14
DERL3	22
MIR770	14
MIR493	14
MIR337	14
MIR665	14
MIR431	14
MIR433	14
MIR127	14
MIR432	14
MIR136	14
RPS2P52	19
SNORD112	14
MIR370	14
SNORD113-1	14
ATG10-AS1	5
SNORD113-2	14
SNORD113-3	14
RBBP4P6	5
SNORD113-4	14
B3GALT5-AS1	21
SNORD113-5	14
LINC00428	13
SNORD113-6	14
SNORD113-7	14
SNORD113-8	14
GPR63	6
SNORD113-9	14
SNORD114-1	14
MAP1B	5
SNORD114-2	14
SNORD114-3	14
MIR4473	9
RNU4-26P	9
SNORD114-4	14
MIR4474	9
RPL7AP48	9
PDE4A	19
SNORD114-5	14
MIR491	9
SNORA30B	9
EEF1G	11
SNORD114-6	14
SNORD114-7	14
SNORD114-9	14
RPL35P3	6
SNORD114-10	14
LINC00331	13
PRDX2P4	6
SNORD114-11	14
EXD3	9
SNORD114-12	14
NPM1P37	6
SNORD114-13	14
SNORD114-14	14
SNORD114-15	14
SNORD114-16	14
SNORD114-17	14
CYP39A1	6
SNORD114-18	14
SNORD114-19	14
SNORD114-20	14
SNORD114-21	14
SNORD114-22	14
SNORD114-23	14
SNORD114-24	14
SNORD114-25	14
SNORD114-26	14
SNORD114-27	14
SNORD114-28	14
NLRC3	16
SNORD114-29	14
SNORD114-30	14
SNORD114-31	14
LINC01425	21
MIR379	14
MIR411	14
MIR299	14
MIR380	14
MIR1197	14
MIR323A	14
MIR758	14
MIR329-1	14
MIR329-2	14
MIR494	14
MIR1193	14
MIR543	14
VSNL1	2
MIR495	14
MIR376C	14
MIR376A2	14
MIR654	14
MIR376B	14
MIR376A1	14
MIR300	14
MIR1185-1	14
MIR1185-2	14
MIR381	14
MIR487B	14
MIR539	14
MIR889	14
PTGES3L-AARSD1	17
MIR544A	14
MIR655	14
MIR487A	14
MIR382	14
MIR134	14
MIR668	14
MIR485	14
MIR323B	14
MIR154	14
MIR496	14
MIR377	14
LINC00391	13
MIR541	14
MIR409	14
MIR412	14
MIR369	14
MIR410	14
MIR656	14
GRAMD4P3	14
CRB3P1	3
NBPF21P	3
POTEG	14
ALDH1L2	12
RN7SL268P	22
MIF	22
MTARC2P1	3
C18orf54	18
SUMO2P8	6
LINC00343	13
HMGB1P20	6
KLHL5P1	22
SUMF1	3
SUSD2	22
RPS13P4	2
LINC01866	2
LRRC3-DT	21
CRTC1P1	2
LINC00158	21
RNU6-1268P	14
IMMP1L	11
SSBP3P5	14
LDAH	2
ARHGAP42P4	14
OR4N2	14
IBTK	6
OR11K2P	14
OR4H12P	14
OR4N1P	14
OR4K6P	14
TOM1	22
OR4K4P	14
DHRS4L1	14
ESM1	5
NRL	14
ZNF295-AS1	21
LAMTOR3P2	5
COQ10BP2	5
PRELID3BP8	5
ENTPD8	9
ACTBP4	5
NUP107	12
STARD6	18
ANKRD55	5
PCK2	14
NET1	10
TRAP1	16
OR5D16	11
SPIRE1	18
FIBIN	11
MIR7114	9
LINC00160	21
PNPLA7	9
OR5B19P	11
CYP4F10P	19
LINC01616	11
CNTF	11
SYDE1	19
CTNNA1P1	5
METTL15	11
OR7H2P	5
CCT5P1	5
MARCHF3	5
MATN3	2
GTF3AP6	7
NOL11	17
CNN2P6	3
RPL5P17	5
TRPC7-AS2	5
TOMM40P3	5
TMEM171	5
LRRN3	7
TEKTL1	19
CALML5	10
RBMS3	3
CALML3	10
HS1BP3	2
OR7C2	19
PGGT1B	5
SETD4-AS1	21
RN7SL445P	10
ASB13	10
MRPL41	9
SEMA3C	7
CYP4F12	19
SYNPO2	4
DPH7	9
SNORA38B	17
ABCG1	21
RPSAP67	17
LDLRAD3	11
RPL17P41	17
RPS29P31	22
RN7SL622P	17
TOMM22	22
FBXO36P1	17
SH3GL1P3	17
ARHGAP27P2	17
NRBF2P5	10
PRDX3P1	22
WIPI1	17
RPL12P28	10
MRPL16	11
CEP55	10
RNF180	5
ATAD2B	2
MLC1	22
RNA5SP323	10
FFAR4	10
OR5L1	11
LINC01079	13
PDE6C	10
TESMIN	11
DCAF11	14
LINC00543	13
GZMA	5
MIR17HG	13
RAC1P5	4
MUC7	4
ZCCHC10	5
MIR635	17
ZMYND19	9
FRA10AC1	10
LINC00358	13
MIR4500HG	13
PRSS12	4
ARRDC1	9
SYT12	11
SOAT2	12
SLC25A5P2	2
MEIKIN	5
TMEM168	7
RPL37P11	2
ALDH3A2	17
OR7A11P	19
SRBD1	2
BHMT	5
ILVBL	19
LGI1	10
LINC00458	13
LINC03012	7
PLXNB2	22
ATP5PBP2	7
NDST4	4
FTH1P9	5
LRRTM2	5
LINC00445	13
TES	7
LINC00376	13
FEM1C	5
HMGB1P29	5
LINC00365	13
WEE2P1	11
SETP5	9
RPL3P6	5
RNU6-86P	9
RPS10P3	9
CISD1P1	2
MUC15	11
SNX24	5
RN7SL233P	18
MIR133A1	18
CAPN13	2
DOCK8-AS1	9
MIR1-2	18
RNU6-1038P	18
RNU6-1327P	9
RNA5SP451	18
EIF1P1	9
MIB1	18
LINC02334	13
DMRT1	9
ACTR6P1	4
SPOPLP3	4
H3P15	4
DIP2A	21
SPOPLP2	4
LINC00571	13
TUBAP10	4
RPL7P42	12
DMRT3	9
ELK3	12
MCUB	4
CPB2-AS1	13
SGO1P2	7
ZNF716	7
RNU6-829P	9
FAM120AOS	9
PNPLA8	7
TOMM20P3	18
LINC00566	13
MTCL1	18
LINC00412	13
GAPDHP56	4
TERF1P3	4
PLEKHB1	11
ANO4	12
LINC02479	4
SLC22A13	3
CWH43	4
CYP4F8	19
USP12-AS1	13
TRPC6P9	5
ASS1P10	5
MIR548AU	9
TRAF1	9
TRPC6P2	5
NDFIP2-AS1	13
SLCO4C1	5
RPS4XP19	18
RAB11AP1	10
RPSAP7	10
MARK2P14	3
CDNF	10
RPS12P5	3
LRRN1	3
SRL	16
RNU5F-3P	18
MIR3976	18
TMEM200C	18
LTBP1	2
GRP	18
RBM26-AS1	13
HSPA14	10
RPL23AP38	3
LINC01068	13
RHBDF1P1	3
ST8SIA4	5
VENTXP4	3
RN7SL181P	9
GSN-AS1	9
RPS24P8	3
TRPC6P4	9
H3P11	3
TPTE2-AS1	13
TRMT112P4	9
RAX	18
FYTTD1P1	9
TFAP4	16
KCNH8	3
MRPL50	9
LINC00550	13
PGAP4	9
LINC02342	13
CPLX4	18
TMED7	5
RNF20	9
MINAR2	5
LMAN1	18
RPS14P8	5
RPL7L1P4	5
RPL5P12	4
CDC42P4	4
SNX2	5
TECRP2	4
NDST3	4
RPL31P18	3
GAPDHP63	6
LINC00433	13
OR7A3P	19
LAMA4-AS1	6
CNNM2	10
GLIS2	16
PGLYRP2	19
TXNP7	6
GNAI2	3
STK24-AS1	13
CD24	6
MED4-AS1	13
EIF3IP1	7
PAM16	16
SUCLA2-AS1	13
LMO7-AS1	13
PSME1	14
PPP3R2	9
EEF1GP6	6
GAPDHP41	6
RPS15AP29	10
EIF4EBP2P3	6
MARCKSL1P1	10
ST13P13	10
RPEL1	10
BAAT	9
RPSAP44	6
RPS26P54	18
INA	10
ESS2	22
GLUD1P4	18
CCBE1	18
CEP85L	6
FGD6	12
CAAP1	9
PCGF6	10
SEC24D	4
DLEU1	13
ZNF627	19
SLC14A1	18
H3P31	9
RN7SL100P	9
PLAA	9
OR7A15P	19
CASP14	19
RNU11-3P	10
SELENOTP2	5
ATP5MK	10
STK32A	5
CORO7-PAM16	16
OR10B1P	19
TSSK2	22
SGCE	7
PCOTH	13
GSC2	22
SLC25A1	22
RFXANK	19
SACS-AS1	13
LRRC19	9
MIR1307	10
SLC35G1	10
ALDH3A1	17
RNA5SP280	9
RPL36AP34	9
EQTN	9
NEPNP	6
SMARCE1P2	6
TUSC8	13
RPL31P32	6
ENPP5	6
AK3P4	5
HDAC1P1	10
RNU6-657P	10
MCHR2	6
NOC3L	10
NRAD1	13
EMC9	14
SCAI	9
BDH2P1	6
GAPDHP42	6
LINC00390	13
DHFRP5	6
CTNNA1	5
TSPYL4	6
MIR8079	13
LINC02938	13
GFRAL	6
SUGT1P3	13
S100B	21
CORO7	16
ELF1	13
DSTNP1	21
SOCS5P5	6
ANKRD39P1	6
LINC01679	21
TBC1D12	10
TFAP2B	6
GGTLC5P	22
PPP1R26P3	22
TUBA8	22
PSME2	14
LINC00319	21
CBX3P9	6
RBM48P1	4
UBTFL10	11
FGF3	11
RPL7AP26	4
COL19A1	6
HNRNPA3P13	4
PDHA2	4
LINC00323	21
KIAA1191P1	4
RGS17P1	13
MAD2L1	4
AZI2	3
WBP4	13
ANKRD33BP7	11
CTBP2P2	10
TRIM53BP	11
PLAC4	21
TUBB8	10
SIGLEC15	18
CNTNAP3B	9
BACE2-IT1	21
ADSL	22
CDRT15P8	21
DDX20P1	10
RNA5SP297	10
RNA5SP298	10
POLD3	11
RN7SL754P	10
ATP5MC1P8	10
RPL39P40	21
KCNMA1-AS1	10
PCDH9	13
PSTPIP2	18
CAPN14	2
EIF3KP3	4
RPL37P4	21
MYBPC1	12
QRFPR	4
COX6CP15	10
RNA5SP321	10
KCNMA1-AS3	10
FGF7P2	21
MBL2	10
MEMO1P1	21
ANKRD20A18P	21
ERLEC1P1	21
ULK2	17
RPSAP53	13
PCDH9-AS1	13
RNU7-87P	13
PCDH9-AS2	13
RN7SL453P	10
FAM25C	10
RN7SKP26	18
PCDH9-AS3	13
RNY4P37	18
RPL36AP14	2
ATP5F1A	18
GDF7	2
RPL7P34	10
PPP3CA	4
LINC02337	13
LIPF	10
XDH	2
MTCYBP21	21
MTND5P1	21
RPL23P2	21
RPL31P28	6
LINC02857	6
NCOA7	6
GNAT1	3
MIR7703	14
LINC01666	21
RNA5SP383	14
IPO4	14
OR10H4	19
NAPGP1	10
KRT8P38	10
RCBTB2P1	10
LIPM	10
CEP78	9
RBMS3-AS2	3
FTH1P6	2
LIPN	10
PRKCE	2
RNU6-598P	10
EEF1A1P39	10
TAF1D	11
SMIM2-AS1	13
DNM1P17	10
GOLGA2P6	10
RN7SL241P	10
MIR7162	10
NIFKP1	10
MTRES1	6
SMIM11	21
CCND3P1	10
HYAL1	3
MAP3K8	10
NDUFB4P3	17
HAUS1	18
RN7SL449P	17
RNU7-134P	17
CCDC182	17
BABAM1	19
RN7SKP94	17
MRPS23	17
PRSS35	6
HNRNPA1P32	10
C21orf140	21
RN7SL63P	10
KRASP1	6
SMIM34	21
SNRPGP12	10
LINC01052	13
SMNDC1	10
EVPLL	17
ATP5PFP2	22
RSPH14	22
LINC03032	13
SMAP1	6
CEP170P1	4
GGT4P	13
LINC02262	4
IGSF3P1	13
PRDX3P3	13
LINC00437	13
NDNF-AS1	4
TBC1D3P4	17
DUTP8	4
HMGB3P5	10
DUSP5	10
YWHAEP2	17
SAR1AP3	4
BCRP9	13
LHCGR	2
APRG1	3
TNPO1P2	17
LAMTOR3	4
COX7CP1	13
PWWP2AP1	13
GNAZ	22
OR7E33P	13
LGALS9C	17
OGFOD1P1	13
RPL7AP73	13
NUS1P2	13
MTPAP	10
BCR	22
OR7E36P	13
OR7E155P	13
RNU6-1278P	18
GABRA4	4
KCTD6	3
EPG5	18
PPIAP28	13
SLC25A15P3	13
GAPDHP52	13
HNRNPA3P7	5
THG1L	5
RPL5P19	6
RPS4XP9	6
ELOVL4	6
LINC02758	11
LINC01318	2
RAB5A	3
ZFYVE9P2	2
RNU6-571P	10
MED28P1	10
ACTBP14	10
KCNG3	2
RPS12P17	10
ANXA8	10
EEF1A1P36	6
VGLL2	6
PPP1R2P10	13
FBXL12P1	2
SPOPLP1	4
GAPDHP22	13
FCHSD2	11
UBAC2-AS1	13
SLC7A11	4
MTCO1P24	5
PELO	5
GREB1L	18
BRD7P3	6
PPIAP26	13
SLC25A5P7	6
EFEMP1	2
CYP4F34P	13
STX7	6
ANKRD20A9P	13
JAKMIP2	5
AUH	9
MTCYBP44	4
LCOR	10
NDUFB4P12	4
PSPC1P1	13
PPIAP25	13
TMEM150C	4
SLC25A30-AS1	13
ATP5MC1P5	13
ANO10	3
ARGLU1-DT	13
VASN	16
RPL35AP18	6
SRP68P2	17
MTFR2	6
PAIP1P2	17
UBE2SP2	17
DNAJA3	16
GDA	9
WDR95P	13
FBXW10	17
KIFBP	10
OPRPN	4
ANKRD26P3	13
NCAN	19
ASXL3	18
TMEM248P1	4
RPL7AP35	6
PGBD4P4	4
BCRP8	22
TPI1P4	4
RN7SL263P	22
KRT18P22	6
FBXW4P1	22
KRT18P54	4
ENPP4	6
EMCN	4
NUS1	6
RPP30	10
FSHR	2
TVP23B	17
SENP6	6
SUGP1	19
GCAT	22
JAK2	9
AMOTL1	11
LPIN2	18
MTND4LP18	11
RN7SL627P	17
SENP3-EIF4A1	17
H3P34	11
GABRG1	4
LHFPL2	5
TRIM77	11
RPS13P3	2
TM9SF1	14
EHD3	2
SNORA48	17
SNORD10	17
SNORA67	17
CD68	17
PABPC4L	4
CEP295	11
GALR3	22
EEF1A1P35	4
HMOX2	16
STK10	5
SLC10A6	4
MIR658	22
MIR659	22
EIF3L	22
NEBL	10
PAPOLG	2
MPDU1	17
MALT1	18
INTU	4
SUSD1	9
OXSR1	3
TSSK4	14
PCBD2	5
TUBAP2	11
COX6A1P4	11
CHMP4A	14
CBX3P7	11
MTMR12P1	11
DOCK1	10
RSF1-IT2	11
AQP11	11
MTMR12	5
BORCS8-MEF2B	19
CRYZP2	4
RPL17P19	4
HPRT1P3	11
DDI1	11
C4orf33	4
RPS17P5	6
TYR	11
SIM1-AS1	6
FBXL4	6
MDP1	14
PGAM1P6	2
PRKCE-AS1	2
OSBPL9P2	11
TMC1	9
ELOA3DP	18
ELOA3BP	18
ELOA3P	18
SERPINB7	18
MMP8	11
NEDD8-MDP1	14
ZNF652P1	3
COX5BP1	4
UBE2J1	6
TUSC2	3
DDIT4L	4
HADHB	2
RASAL3	19
NEDD8	14
ARMC2	6
PTPRG	3
SCLT1	4
DPYSL3	5
TGM1	14
SERPINB2	18
NAALAD2	11
MICALL1	22
SOX15	17
ZNF85	19
TMEM252	9
ILF2P1	3
DLEC1P1	3
CFAP43	10
GARNL3	9
HACE1	6
DHRS1	14
SMARCC1	3
SNORA30	16
TMEM265	16
SHBG	17
PHKG2	16
ZNF66	19
LSM11	5
VN1R80P	19
CYP4F22	19
EFCAB9	5
CDKL2	4
HMSD	18
ACO2	22
AFF4	5
SERPINB8	18
HSPA12A	10
NOP9	14
ARHGAP24	4
MTDHP2	19
USHBP1	19
MMP27	11
LTB4R2	14
LTB4R	14
CFAP119	16
RNU6-883P	10
RPS26P41	10
MYOZ1	10
ASS1P13	11
RPL12P39	18
RIPK3	14
ACAA2	18
ARHGAP42	11
SYNPO2L	10
CNTN4	3
BMS1P4-AGAP5	10
BNIP3P24	19
FAM13A	4
YIPF5	5
DENRP4	9
ZNF714	19
RNA5SP320	10
FBXW5	9
SEC24C	10
TENT5A	6
FEZ2	2
NFATC4	14
ZNF629	16
PA2G4P5	6
RAP1BP3	6
RPL23AP48	6
VN1R79P	19
SLC25A6P6	6
C8G	9
TOMM20P1	11
MIR4519	16
HMGN2P38	11
MIR762	16
VN1R82P	19
CTF2P	16
BVES	6
ORAI3	16
CRTC1	19
SCARNA17	18
RNA5SP457	18
ADAD1P2	18
PGAM5P1	5
MIR4320	18
RN7SL310P	18
CFAP53	18
PRDM6	5
LCN12	9
HSD3B7	16
CXXC1	18
CCDC112	5
BTF3L4P3	6
FAM229B	6
PTGDS	9
NOX4	11
STX1B	16
LCNL1	9
FUT11	10
FAM184A	6
CHCHD1	10
PAXX	9
HYAL2	3
BNIP3P27	19
VN1R78P	19
ZSWIM8	10
RPL21P70	2
ZNF257	19
VDAC1P13	2
CLIC3	9
SLCO6A1	5
LINC02908	9
ZNF729	19
STX4	16
SLC3A1	2
PARAL1	20
FUT7	9
ANKEF1	20
SAT2	17
CPSF6P1	19
VN1R84P	19
RPL7AP23	3
NPDC1	9
KLHL26	19
SPATA12	3
VPS51P4	3
BNIP3P28	19
ABHD5	3
ENTPD2	9
OCSTAMP	20
ATP1B2	17
TMEM161A	19
SLC13A3	20
EFNB3	17
FCHSD1	5
SAPCD2	9
DAPP1	4
OR1D5	17
OR1P1	17
OR1E3	17
RPS29P22	17
UAP1L1	9
TMEM97	17
RPS12P6	3
SFMBT1	3
MAN1B1-DT	9
RPS3AP19	4
TMEM210	9
RPL21P52	4
PCDH10	4
TNFAIP1	17
MYO5B	18
ANAPC2	9
AP1B1	22
THAP9-AS1	4
ZSWIM8-AS1	10
PPIC	5
NDST2	10
TTC33	5
SSNA1	9
CSNKA2IP	3
TPRN	9
ZNF668	16
CAMK2G-AS1	10
POLDIP2	17
C10orf71	10
PROS2P	3
RPL35AP23	10
TIMM23	10
TCEAL8P1	3
RPL10AP6	3
BTNL9	5
VGLL3	3
TMEM203	9
GCNT7	20
RNF224	9
HRH3	20
ANXA4	2
MAPRE1P2	4
SLC34A3	9
SNORA74C-1	10
MSMB	10
RNF150	4
MRPL40	22
RPL23AP61	10
LINC00200	10
GBE1	3
TMEM199	17
ZNF646	16
RALGAPA2	20
PRODH	22
VPS26A	10
TUBB4B	9
PPARGC1B	5
VKORC1	16
VTA1	6
ARMC6	19
RPL17P17	3
MTCO2P6	3
HNRNPA3P8	3
CIMIP2A	9
HMGB1P38	3
LINC02429	4
MIR4723	17
DOCK3	3
VTN	17
NELFB	9
ZNF330	4
SUPV3L1	10
TNPO3P2	6
FCF1P10	6
NT5DC1	6
TOR4A	9
BCKDK	16
NRARP	9
TEK	9
CEP76	18
ERGIC3	20
RPL21P66	6
ADGRF1	6
DNAJB12P1	2
RPL7L1P14	4
HKDC1	10
GTF2F2P1	4
RPS23P2	4
PES1P1	4
SERF1AP1	4
MYO1C	17
R3HDM2P1	4
CDRT15P11	4
RBM46	4
ICE2P2	3
WDPCP	2
ID2B	3
RPEP2	3
RPS15AP28	10
ATP5MC1P7	10
ARL2BPP5	5
TSPAN15	10
MRPS5P3	5
FRMD4B	3
SLC12A2	5
NR3C2	4
PSMG2	18
SLC25A6P5	9
MIR8081	9
RN7SKP77	9
RNA5SP292	9
ZNF462	9
TRMT11	6
TMEM256P1	10
MTATP6P23	10
MTCO2P23	10
MTCO1P23	10
MTND2P15	10
MTND1P20	10
FAM241B	10
AGBL3	7
PHF10P2	22
IGLVIVOR22-1	22
RNU6-666P	10
MIR6817	22
RNU6-452P	10
LINC02673	10
APOBEC3D	22
FAM210CP	10
TRIAP1P1	10
PTCHD3	10
ZNF209P	19
BNIP3P32	19
SETP6	3
RAB5IF	20
ACBD5	10
RPL7AP44	9
KAT8	16
PEX26	22
RNU2-46P	9
RNA5SP289	9
PARK7P2	9
ZNF430	19
TMEM144	4
EIF4BP3	9
KCNK17	6
RPL36AP35	9
COX7A2L	2
ACTL7B	9
ACTL7A	9
RHOD	11
CAV2	7
CADPS	3
UBE2V1	20
KRT18P40	19
ZNF676	19
RPL37P13	2
SCARNA9	11
ZNF91	19
ELP1	9
STK25P1	18
EIF4A2P1	18
RPS27AP11	6
SEH1L	18
PPP4R3B	2
SERPIND1	22
BNIP3P36	19
MED17	11
CYP4F3	19
SNAP29	22
HBS1L	6
SNX2P2	7
RPS10P14	7
RSL24D1P3	7
MTND1P3	7
RPL13AP16	7
PRSS8	16
DNAJB9	7
CRKL	22
GRPEL2P3	7
CTBP2P4	5
UBTD2	5
DOCK4-AS1	7
ASS1P11	7
THAP7	22
RPL35AP15	5
KLF3P1	5
LINC02903	7
MIPEPP1	7
MARK2P11	5
ANKRD7	7
EEF1A1P50	5
SAP30L	5
PRSS36	16
ADAM33	20
CEP192	18
LAMB4	7
LSM1P2	5
HMGB1P21	5
MIR649	22
TUBA3GP	22
PSMC1P10	2
PTMAP2	5
SUPT4H1P1	2
TCF20	22
NRG2	5
LINC02426	12
SUCLG2P2	12
CDK17	12
USP34	2
VN1R90P	19
MTCO1P20	22
MTCO2P20	22
MTATP6P20	22
MTCO3P20	22
MTCYBP34	22
MTND1P10	22
APOL4	22
NDUFA3P6	16
INPP5K	17
PYCARD	16
COX7A2P2	4
ZP2	16
CCNG2	4
ZNF675	19
CHD8	14
HEPHL1	11
CMKLR1	12
SLC12A5	20
MYL6P4	7
TM6SF2	19
RPL3P8	7
ZNF277	7
VSTM5	11
FAM200C	5
ARGFXP1	5
GAPDHP71	5
CECR2	22
WASHC3	12
TRIM49	11
TMED7-TICAM2	5
KIF11	10
NAMPTP2	5
COMMD10	5
MTCYBP17	4
LINC02511	4
SUGP2	19
PRMT9	4
ANKS4B	16
NAGPA	16
TERF2IPP1	22
CLCP1	22
RN7SL105P	17
RAB38	11
AIFM3	22
RILP	17
NAT16	7
TNFAIP8	5
RTN3P1	4
KCND2	7
EEF1GP8	4
YWHAEP4	4
TLCD2	17
GAL	11
ANKRD50	4
ATP6V0E1P1	5
POGLUT2P1	5
IMMP2L	7
MIR22	17
DHFR	5
SERPINF2	17
PSME2P3	4
AK6P1	12
STMN1P2	4
RPL26P15	2
BTF3P13	4
RPL11P4	10
RN7SL644P	10
AIFM2	10
RPS20P9	2
GNPTAB	12
MTND4P25	2
PTPN11P5	4
RELT	11
RPS15AP15	2
RPL27P5	2
LBH	2
CALM2P2	10
RPS25P9	10
RAB19	7
PPA1	10
JADE1	4
TCAF1	7
DNAAF10	2
CYP51A1P1	3
KBTBD8	3
LINC02995	5
SH3PXD2B	5
HAL	12
CARD18	11
BNIP3P35	19
SERPINF1	17
BNIP3P8	19
PCGF7P	19
CDC42EP3P1	19
RPA2P3	11
BNIP3P31	19
VTI1BP1	3
RPL7AP10	19
OR7E121P	3
SND1	7
PPATP1	3
RPL21P37	2
TRPC6	11
TRABD2A	2
PDZRN3	3
TYSND1	10
MEF2B	19
EEF2KMT	16
RRBP1	20
RNA5SP309	10
SPTLC1P1	10
RPS15AP5	10
NSMCE4A	10
RPLP0P6	2
ST6GALNAC2P1	2
MTND5P27	2
MRPL57P6	5
KCTD16	5
EVA1A	2
RPL31P33	6
LIN28B	6
RPL23AP44	5
RPL21P59	5
HAND1	5
FABP7	6
HPS6	10
SMYD4	17
LDB1	10
CKS1BP5	5
BTG4P1	5
HINT3	6
DLX5	7
PTTG1	5
YAP1P3	6
KRT18P50	6
EEF1A1P42	6
CALHM6-AS1	6
NDUFAB1P1	6
PEX3	6
UBTFL2	11
FAM3C	7
ENPP7P14	16
HNRNPLL	2
LDLRAD4	18
LINC02164	16
TMEM183AP5	3
RPS3AP48	16
RPL21P41	3
FAM3D-AS1	3
SNRPCP20	16
NPM1P3	16
LINC01570	16
RPA1	17
MIR8065	16
KDM2A	11
FAM107A	3
RAC1P6	7
